local time,activity,activity id,source activity,duration(s),elapsed time(s),distance(m),calories(kcal),steps,avg speed(m/s),max speed(m/s),avg heartrate,max heartrate,avg cadence,max cadence,avg power,max power,has GPS,min elevation(m),max elevation(m),elevationgain(m),elevationloss(m)
8/25/2025 12:26,Weight Training,1404,strength_training,1402.92,1402.92,0,243,196,0,0,123,147,0,0,0,0,0,0,0,0,0
8/25/2025 11:37,Running,100,running,2154.14,2154.14,5749.9,463,5906,2.67,3.29,133,149,82,88,330,416,1,250,259,17,14
8/24/2025 9:44,Cycling,500,cycling,4528.85,6884.26,6102.9,192,0,1.35,3.7,71,95,0,0,0,0,1,252,259,13,9
8/23/2025 9:44,Running,100,running,6266.04,6266.04,16767.08,1367,16456,2.68,3.59,147,165,78,88,319,518,1,241,260,77,77
8/21/2025 13:23,Running,100,running,1559.31,1559.31,5011.15,378,4068,3.21,3.98,153,169,76,86,387,542,1,250,261,15,16
8/19/2025 8:29,Running,100,running,4201.35,4219.16,11568.36,930,11294,2.75,3.68,147,167,79,88,334,472,1,245,261,39,41
8/15/2025 15:09,Running,100,running,5543.9,5543.9,12758.25,1114,13180,2.3,3.23,148,163,70,116,256,444,1,240,261,55,57
8/14/2025 15:23,Weight Training,1404,strength_training,1646.97,1646.97,0,249,64,0,0,117,159,0,0,0,0,0,0,0,0,0
8/13/2025 9:10,Running,100,running,2412.99,2412.99,7097.47,569,6522,2.94,3.66,148,165,80,85,360,493,1,250,260,15,14
8/11/2025 15:29,Running,100,running,2115.82,2121.02,5317.27,423,5504,2.51,3.53,132,150,77,85,302,492,1,250,261,13,9
8/10/2025 20:02,Running,100,running,1636.09,1636.09,4509.99,353,4338,2.76,3.62,143,155,79,84,341,453,1,251,263,15,11
8/8/2025 11:24,Running,100,Running,5175.48,5175.48,10769.25,974,11308,2.08,3.38,138,153,76,113,215,372,1,247,260,22,31
8/7/2025 10:24,Running,100,Running,1743.02,1743.02,4580.51,346,4789,2.63,4.24,137,144,83,88,240,324,1,248,259,8,14
8/6/2025 11:29,Running,100,Running,3017.29,3017.29,7988.37,616,7575,2.65,4.28,150,168,76,134,240,351,1,250,260,11,20
8/6/2025 7:27,Walking,200,Walking,901.34,901.34,781.46,43,922,0.87,1.27,78,87,24,25,0,0,1,256,256,0,0
8/5/2025 13:21,Weight Training,1404,Traditional Strength Training,2094.58,2094.58,0,257,0,0,0,119,149,0,0,0,0,0,0,0,0,0
8/5/2025 12:45,Running,100,Running,1713.6,1713.6,4583.88,351,4636,2.67,3.47,138,146,82,100,244,310,1,248,260,8,16
8/3/2025 19:41,Running,100,Running,1819.93,1819.93,4565.06,345,4690,2.51,3.24,134,144,79,101,232,349,1,247,259,7,15
8/2/2025 15:22,Weight Training,1404,Traditional Strength Training,1888.61,1888.61,0,156,0,0,0,99,128,0,0,0,0,0,0,0,0,0
8/1/2025 8:22,Running,100,Running,4207.84,4207.84,10796.77,822,11450,2.57,3.44,139,148,83,94,236,331,1,244,260,33,38
7/31/2025 19:05,Running,100,Running,2624.18,2624.18,5164.82,345,6651,1.97,2.57,121,132,76,105,175,226,1,217,223,5,15
7/30/2025 7:44,Running,100,Running,1990.14,1990.14,5005.53,411,4759,2.52,4.74,146,168,73,161,239,605,1,250,259,38,41
7/28/2025 13:44,Running,100,Running,1701.22,1701.22,4132.56,311,4557,2.43,3.15,138,145,82,187,224,323,1,247,259,8,8
7/28/2025 13:10,Weight Training,1404,Traditional Strength Training,2024.22,2024.22,0,166,0,0,0,99,124,0,0,0,0,0,0,0,0,0
7/27/2025 8:23,Running,100,Running,1908.09,1908.09,5243.23,396,5122,2.75,4.18,141,152,81,117,248,360,1,248,260,8,16
7/26/2025 9:49,Running,100,Running,2159.94,2159.94,3414.12,244,3792,1.58,4.37,105,144,63,157,167,502,1,247,260,10,20
7/25/2025 9:06,Running,100,Running,3548.1,3548.1,9000.18,696,9268,2.54,3.87,146,159,79,164,228,339,1,243,261,27,46
7/23/2025 8:50,Running,100,Running,1807.06,1807.06,5185.16,396,4792,2.87,3.97,150,165,80,94,260,368,1,247,259,6,17
7/22/2025 13:25,Weight Training,1404,Traditional Strength Training,1733.35,1733.35,0,160,0,0,0,108,139,0,0,0,0,0,0,0,0,0
7/21/2025 9:44,Running,100,Running,2408.16,2408.16,6434.84,490,6588,2.67,3.47,141,156,82,105,243,347,1,248,260,12,24
7/20/2025 16:00,Running,100,Running,1754.66,1754.66,4577.06,351,4411,2.61,3.71,141,154,76,89,235,340,1,247,260,7,15
7/18/2025 15:06,Running,100,Running,3001.26,3014.85,8161.75,629,7885,2.72,3.66,149,167,79,164,246,345,1,248,259,18,27
7/17/2025 12:15,Running,100,Running,1887.23,1887.23,5205.27,404,5094,2.76,3.42,150,168,82,164,255,360,1,248,259,7,17
7/15/2025 15:42,Weight Training,1404,Traditional Strength Training,1129.97,1129.97,0,110,0,0,0,113,133,0,0,0,0,0,0,0,0,0
7/13/2025 9:34,Running,100,Running,1741.27,1741.27,4348.6,339,4560,2.5,3.53,143,156,80,88,239,339,1,248,260,7,23
7/11/2025 9:02,Indoor Walking,206,Indoor Walking,1087.81,1087.81,971.87,45,1226,0.89,1.41,80,96,32,34,0,0,0,0,0,0,0
7/8/2025 17:10,Walking,200,Walking,1292.4,1292.4,961.15,75,1220,0.74,1.31,110,123,25,40,0,0,1,606,613,5,0
7/7/2025 17:06,Running,100,Running,2007.33,2007.33,5009.41,365,5420,2.5,3.05,139,145,81,85,221,257,1,682,689,30,42
7/6/2025 20:43,Walking,200,Walking,317.44,317.44,29.94,8,15,0.09,4.15,75,118,11,32,0,0,1,702,709,7,0
7/3/2025 7:54,Walking,200,Walking,1881,1881,1241,131,1705,0.66,0,0,0,30,43,0,0,1,0,0,0,0
7/1/2025 9:22,Running,100,Running,2320.92,2320.92,6007.93,445,6063,2.59,3.25,150,161,80,164,231,393,1,0,7,2,5
6/26/2025 13:44,Walking,200,Walking,1673.69,2838.72,1470.45,111,2271,0.88,1.61,88,117,23,39,0,0,1,679,709,30,32
6/26/2025 10:22,Walking,200,Walking,1089.68,1089.68,1371.11,81,1635,1.26,1.57,91,107,41,48,0,0,1,598,613,16,0
6/25/2025 15:07,Running,100,Running,3004.65,3004.65,7170.98,552,7927,2.39,3.24,147,154,80,85,213,321,1,682,688,32,31
6/22/2025 10:23,Running,100,Running,3594.44,3594.44,10010.26,747,9700,2.78,3.74,149,170,81,117,245,347,1,680,703,7,84
6/19/2025 19:02,Running,100,Running,1595.47,1595.47,5207.82,393,4290,3.26,4.19,152,165,81,129,289,354,1,268,275,4,12
6/18/2025 15:27,Weight Training,1404,Traditional Strength Training,1362.51,1362.51,0,106,0,0,0,94,120,0,0,0,0,0,0,0,0,0
6/17/2025 19:08,Walking,200,Walking,887.95,887.95,941.25,44,991,1.06,1.81,90,104,30,39,0,0,1,254,255,0,0
6/17/2025 18:25,Walking,200,Walking,1067.6,1067.6,914.58,61,1091,0.86,1.5,81,93,33,34,0,0,1,258,261,2,2
6/16/2025 10:38,Weight Training,1404,Traditional Strength Training,1305.8,1305.8,0,202,0,0,0,131,148,0,0,0,0,0,0,0,0,0
6/16/2025 10:08,Running,100,Running,1692.34,1692.34,5182.36,388,4549,3.06,3.91,148,160,81,160,270,348,1,248,261,8,14
6/13/2025 12:54,Running,100,Running,4499.38,4499.38,11461.15,863,11601,2.55,3.9,143,155,78,111,227,343,1,245,260,42,49
6/13/2025 12:41,Running,100,Running,37.81,37.81,0,0,0,0,0,61,73,0,0,0,0,0,0,0,0,0
6/11/2025 15:32,Running,100,Running,2214.99,2214.99,5861.84,456,5636,2.65,4.36,148,166,76,91,236,354,1,247,260,10,20
6/10/2025 21:07,Walking,200,Walking,1688.01,1688.01,1832.35,98,2324,1.09,1.44,81,102,44,47,0,0,1,257,260,2,2
6/9/2025 15:41,Weight Training,1404,Traditional Strength Training,1012.4,1012.4,0,110,0,0,0,118,148,0,0,0,0,0,0,0,0,0
6/9/2025 14:55,Running,100,Running,2223.41,2223.41,6072.32,449,6107,2.73,3.9,139,148,83,94,241,314,1,248,260,11,19
6/6/2025 11:40,Running,100,Running,4327.68,4327.68,11297.99,849,11659,2.61,4.55,141,157,81,96,231,322,1,243,262,22,40
6/4/2025 14:39,Running,100,Running,2641.07,2641.07,7147.27,533,6974,2.71,3.7,141,154,80,105,240,377,1,249,260,15,11
6/2/2025 15:05,Running,100,Running,2577.38,2577.38,7108.67,532,6772,2.76,3.55,148,160,79,103,244,413,1,248,260,11,22
6/1/2025 15:36,Running,100,Running,1976.17,1976.17,5347.62,401,5112,2.71,3.71,145,161,78,87,239,369,1,248,262,9,18
5/31/2025 10:59,Walking,200,Walking,2560.66,2560.66,2107.92,328,3579,0.82,3.57,99,121,45,72,0,0,1,255,258,0,3
5/29/2025 19:02,Running,100,Running,2630.77,2658.76,5031.06,345,6791,1.91,2.63,115,130,78,117,173,245,1,216,226,5,18
5/25/2025 8:39,Running,100,Running,3126.26,3126.26,8164.23,609,8038,2.61,3.29,146,168,78,100,233,291,1,3,7,12,8
5/22/2025 12:03,Running,100,Running,2051.05,2051.05,5693.14,431,5563,2.78,3.4,142,159,82,187,251,358,1,248,260,7,16
5/21/2025 17:01,Weight Training,1404,Traditional Strength Training,567.76,567.76,0,47,0,0,0,66,117,0,0,0,0,0,0,0,0,0
5/19/2025 14:14,Running,100,Running,3735.84,3735.84,10020.38,775,10102,2.68,3.78,142,151,81,88,245,368,1,243,260,30,47
5/16/2025 12:15,Running,100,Running,1896.05,1896.05,4801.55,368,4431,2.53,3.88,146,164,75,93,241,381,1,247,260,13,20
5/16/2025 11:41,Weight Training,1404,Traditional Strength Training,1221.74,1221.74,0,100,0,0,0,92,119,0,0,0,0,0,0,0,0,0
5/16/2025 10:06,Walking,200,Walking,3731.9,3731.9,3754.03,594,5835,1.01,5.51,116,132,47,79,0,0,1,253,259,2,5
5/14/2025 12:24,Running,100,Running,1831.62,1831.62,5137.85,395,4858,2.81,3.52,144,158,80,86,258,328,1,248,259,9,12
5/12/2025 10:44,Running,100,Running,2266.42,2309.59,6531.85,497,5707,2.88,3.99,149,168,76,86,256,414,1,248,260,7,16
5/8/2025 14:26,Running,100,Running,1520.22,1520.51,4532.73,343,3976,2.98,4.05,153,166,79,105,266,360,1,248,259,12,16
5/7/2025 14:49,Walking,200,Walking,1715,1715,2018.36,119,2286,1.18,1.85,82,95,37,45,0,0,1,256,260,3,0
5/3/2025 7:55,Running,100,Running,7207.02,7207.02,21157.37,1609,19908,2.94,3.73,144,166,83,113,264,338,1,208,225,24,47
5/2/2025 15:07,Walking,200,Walking,1536.32,1536.32,1682.43,95,1817,1.1,1.64,82,117,32,51,0,0,1,256,258,3,0
5/2/2025 7:26,Walking,200,Walking,1135.25,1135.25,1260.27,68,1534,1.11,1.63,82,104,36,40,0,0,1,257,258,0,0
4/30/2025 12:26,Walking,200,Walking,3288.87,3288.87,4013.23,714,6756,1.22,5.69,109,126,60,80,0,0,1,256,259,2,3
4/30/2025 7:23,Walking,200,Walking,1483.95,1483.95,1609.16,132,1934,1.08,1.76,90,107,37,44,0,0,1,257,260,0,0
4/28/2025 12:44,Running,100,Running,1989.06,1989.06,6278.05,533,5406,3.16,3.8,154,165,82,88,287,453,1,248,261,13,22
4/25/2025 14:29,Running,100,Running,1801.85,1801.85,4401.95,373,4807,2.44,2.98,127,150,81,94,221,299,1,249,260,15,14
4/24/2025 11:52,Running,100,Running,2194.34,2194.34,5756.58,489,6017,2.62,3.11,131,140,83,88,240,333,1,248,260,9,15
4/24/2025 7:22,Walking,200,Walking,1242.63,1242.63,1531.64,112,1827,1.23,1.77,100,116,44,49,0,0,1,257,260,0,2
4/23/2025 16:17,Walking,200,Walking,211.78,211.78,4.57,9,25,0.02,1.78,54,62,1,1,0,0,0,0,0,0,0
4/23/2025 12:16,Weight Training,1404,Functional Strength Training,915.01,915.01,0,105,0,0,0,101,114,0,0,0,0,0,0,0,0,0
4/23/2025 11:13,Walking,200,Walking,3075.94,3075.94,3321.1,653,5588,1.08,3.85,103,119,55,73,0,0,1,257,258,0,0
4/21/2025 10:53,Running,100,Running,6068.25,6068.25,17862.77,1536,16569,2.94,3.89,147,165,82,116,269,407,1,244,262,55,66
4/18/2025 11:44,Running,100,Running,5569.05,5604.61,14578.62,1253,14347,2.62,3.44,152,167,78,101,236,588,1,248,261,40,39
4/16/2025 14:37,Running,100,Running,1537.75,1537.75,4292.36,364,3968,2.79,3.86,134,161,78,87,247,412,1,245,259,13,28
4/14/2025 14:20,Running,100,Running,1870.37,1870.37,5312.8,474,5088,2.84,3.86,147,153,82,85,272,542,1,247,260,10,18
4/11/2025 9:43,Running,100,Running,1741.26,1741.26,5029.54,413,4721,2.89,3.6,143,153,82,94,256,314,1,1,7,16,24
4/10/2025 7:29,Treadmill Running,106,Indoor Running,3440.92,3440.92,10000,846,9067,2.91,3.6,148,163,80,98,0,0,0,0,0,0,0
4/9/2025 8:25,Indoor Walking,206,Indoor Walking,541.99,541.99,136.32,30,340,0.25,1.5,71,96,13,14,0,0,0,0,0,0,0
4/8/2025 6:56,Treadmill Running,106,Indoor Running,2100.21,2100.21,5366.24,474,5372,2.56,3.23,145,160,78,105,0,0,0,0,0,0,0
4/6/2025 7:14,Treadmill Running,106,Indoor Running,2778.35,2803.06,8046,670,7367,2.9,3.35,151,161,81,106,0,0,0,0,0,0,0
4/6/2025 7:02,Indoor Walking,206,Indoor Walking,677.05,677.05,1969,159,1780,2.91,3.19,135,147,82,102,0,0,0,0,0,0,0
4/6/2025 7:02,Treadmill Running,106,Indoor Running,187.98,187.98,452.02,37,466,2.4,3.03,118,128,81,118,0,0,0,0,0,0,0
4/3/2025 10:42,Running,100,Running,1307.02,1307.02,4015.81,338,3415,3.07,4.73,150,162,79,91,274,436,1,251,261,6,14
3/31/2025 14:58,Treadmill Running,106,Indoor Running,522.71,522.71,62.84,22,81,0.12,0.19,58,67,74,140,0,0,0,0,0,0,0
3/30/2025 9:17,Running,100,Running,5864.06,5864.06,16729.85,1381,16082,2.85,3.48,147,162,82,91,250,456,1,248,260,35,30
3/29/2025 19:22,Treadmill Running,106,Indoor Running,299.81,299.81,0,12,0,0,0,73,81,0,0,0,0,0,0,0,0,0
3/28/2025 14:09,Running,100,Running,3737.07,3737.07,10014.34,861,9401,2.68,3.89,155,167,78,129,249,656,1,247,259,32,24
3/25/2025 12:26,Treadmill Running,106,Indoor Running,3317.11,3317.11,10005.03,852,8998,3.02,3.57,143,166,82,105,0,0,0,0,0,0,0
3/25/2025 12:10,Treadmill Running,106,Indoor Running,202.36,202.36,28.84,9,35,0.14,2.82,59,79,61,105,0,0,0,0,0,0,0
3/23/2025 14:18,Treadmill Running,106,Indoor Running,1625.28,1625.28,5001.83,424,4439,3.08,3.81,145,154,83,140,0,0,0,0,0,0,0
3/21/2025 14:40,Treadmill Running,106,Indoor Running,1844.67,1844.67,5108.48,431,4824,2.77,3.4,140,148,81,121,0,0,0,0,0,0,0
3/19/2025 12:00,Running,100,Running,3268.84,3268.84,9616.73,813,8651,2.94,4.56,159,171,80,98,265,683,1,245,259,41,50
3/17/2025 15:02,Running,100,Running,1037.9,1037.9,3300.96,279,2781,3.18,4.36,156,164,81,87,286,396,1,250,261,10,13
3/14/2025 13:16,Walking,200,Walking,279.47,279.47,395.1,33,463,1.41,1.58,127,131,48,63,0,0,1,258,260,2,0
3/14/2025 12:18,Running,100,Running,3451.91,3451.91,10081.12,846,9359,2.92,3.89,158,172,82,108,258,476,1,249,263,34,43
3/12/2025 13:18,Running,100,Running,1610.49,1610.49,5052.19,416,4390,3.14,4.34,157,166,82,99,276,383,1,248,259,7,12
3/8/2025 16:11,Running,100,Running,1597.38,1597.38,5058.68,420,4414,3.17,3.96,155,163,83,117,279,406,1,249,261,15,26
3/6/2025 13:35,Treadmill Running,106,Indoor Running,1896.73,1896.73,5582.69,481,5175,2.94,3.46,142,152,83,88,0,0,0,0,0,0,0
3/5/2025 11:46,Treadmill Running,106,Indoor Running,1723.15,1723.15,5017.83,429,4642,2.91,3.43,142,149,83,127,0,0,0,0,0,0,0
3/4/2025 8:42,Running,100,Running,554.6,554.6,8.48,23,12,0.02,1.65,65,80,70,70,68,68,0,0,0,0,0
3/3/2025 12:42,Treadmill Running,106,Indoor Running,3351.39,3351.39,10003.72,862,9066,2.98,3.44,148,164,82,105,0,0,0,0,0,0,0
2/28/2025 14:13,Treadmill Running,106,Indoor Running,1731.74,1731.74,5052.02,433,4610,2.92,3.45,140,146,82,178,0,0,0,0,0,0,0
2/26/2025 12:06,Treadmill Running,106,Indoor Running,1944.11,1944.11,5843.35,484,5267,3.01,3.42,151,165,82,140,0,0,0,0,0,0,0
2/24/2025 14:28,Treadmill Running,106,Indoor Running,1696.98,1696.98,5060.79,428,4645,2.98,3.43,142,153,82,88,0,0,0,0,0,0,0
2/23/2025 15:28,Running,100,Running,1568.54,1568.54,4545.2,379,4189,2.9,3.87,144,161,80,89,257,411,1,248,261,14,10
2/22/2025 11:01,Running,100,Running,1088.81,1088.81,458.45,64,509,0.42,1.73,76,98,57,164,108,216,1,249,250,5,0
2/21/2025 13:26,Treadmill Running,106,Indoor Running,1714.84,1714.84,5003.3,437,4602,2.92,3.41,146,158,81,140,0,0,0,0,0,0,0
2/20/2025 14:32,Treadmill Running,106,Indoor Running,1726.85,1726.85,5023.62,435,4652,2.91,3.37,145,156,81,94,0,0,0,0,0,0,0
2/17/2025 10:29,Treadmill Running,106,Indoor Running,1882.13,1882.13,5068.49,448,4655,2.69,3.54,137,150,80,129,0,0,0,0,0,0,0
2/6/2025 12:28,Treadmill Running,106,Indoor Running,2344.28,2344.28,7013.55,597,6586,2.99,3.48,148,165,75,97,0,0,0,0,0,0,0
2/3/2025 14:00,Running,100,Running,1683.65,1683.65,5038.47,423,4658,2.99,3.83,153,162,83,90,270,373,1,250,262,14,16
2/2/2025 14:56,Running,100,Running,1893.39,1893.39,5676.38,477,5182,3,3.94,151,159,83,88,270,375,1,248,262,8,22
1/30/2025 9:28,Treadmill Running,106,Indoor Running,2334.05,2334.05,6611.14,564,6475,2.83,3.34,148,158,83,112,0,0,0,0,0,0,0
1/27/2025 10:52,Treadmill Running,106,Indoor Running,1799.65,1799.65,5002.25,426,4982,2.78,3.42,151,158,84,89,0,0,0,0,0,0,0
1/23/2025 14:21,Treadmill Running,106,Indoor Running,1453.09,1453.09,4083.92,344,3973,2.81,3.33,156,165,82,88,0,0,0,0,0,0,0
1/22/2025 15:00,Treadmill Running,106,Indoor Running,1633.18,1633.18,4065.37,351,4226,2.49,3.48,136,157,82,164,0,0,0,0,0,0,0
1/21/2025 12:53,Treadmill Running,106,Indoor Running,1758.33,1758.33,5036.47,431,4804,2.86,3.4,146,160,82,91,0,0,0,0,0,0,0
1/20/2025 14:21,Treadmill Running,106,Indoor Running,1589.38,1589.38,4346.54,367,4286,2.73,3.29,140,150,82,93,0,0,0,0,0,0,0
1/17/2025 20:20,Treadmill Running,106,Indoor Running,608.42,608.42,246.32,38,310,0.4,0.88,69,79,45,152,0,0,0,0,0,0,0
1/16/2025 11:59,Treadmill Running,106,Indoor Running,698.36,698.36,1740.14,151,1812,2.49,3.19,143,151,80,104,0,0,0,0,0,0,0
1/16/2025 11:32,Treadmill Running,106,Indoor Running,1468.38,1468.38,3769.43,318,3928,2.57,3.29,139,144,81,85,0,0,0,0,0,0,0
1/13/2025 11:06,Treadmill Running,106,Indoor Running,3351.99,3351.99,8777.51,775,8966,2.62,3.42,145,161,81,98,0,0,0,0,0,0,0
1/11/2025 14:11,Indoor Walking,206,Indoor Walking,3019.18,3019.18,8062.91,705,8003,2.67,3.36,144,158,79,83,0,0,0,0,0,0,0
1/9/2025 13:52,Indoor Walking,206,Indoor Walking,2040.18,2040.18,5027.45,425,5052,2.46,3.22,134,151,72,83,0,0,0,0,0,0,0
1/8/2025 14:01,Treadmill Running,106,Indoor Running,2090.38,2090.38,5229.48,456,5401,2.5,3.37,144,157,80,140,0,0,0,0,0,0,0
1/7/2025 9:25,Treadmill Running,106,Indoor Running,2289.61,2289.61,5885.15,504,6199,2.57,3.23,141,150,82,94,0,0,0,0,0,0,0
1/5/2025 9:35,Treadmill Running,106,Indoor Running,2142.93,2142.93,5168.46,446,5512,2.41,3.3,137,149,81,124,0,0,0,0,0,0,0
1/3/2025 11:21,Treadmill Running,106,Indoor Running,2160.83,2160.83,5136.38,470,5363,2.38,3.39,147,164,78,187,0,0,0,0,0,0,0
1/2/2025 9:10,Treadmill Running,106,Indoor Running,1950.09,1950.09,5096.43,450,5318,2.61,3.36,144,156,82,109,0,0,0,0,0,0,0
1/1/2025 14:18,Treadmill Running,106,Indoor Running,1735.56,1894.33,3593.15,317,3829,2.07,3.04,126,145,79,190,0,0,0,0,0,0,0
12/30/2024 8:23,Running,100,Running,1971.92,1971.92,5070.26,429,5284,2.57,3.24,148,158,81,103,230,531,1,1,6,3,0
12/28/2024 8:43,Running,100,Running,1864.37,1864.37,5012.94,407,5078,2.69,3.47,152,161,82,129,235,649,1,0,4,5,2
12/26/2024 8:10,Running,100,Running,1855.29,1855.29,5037.21,412,5100,2.72,3.42,149,164,83,88,239,649,1,-1,2,0,0
12/25/2024 7:43,Running,100,Running,1759.31,1759.31,4889.7,398,4774,2.78,3.4,155,166,82,152,246,440,1,0,2,2,0
12/25/2024 5:42,Running,100,Running,1893,1893,5140.5,604,4951,2.72,0,155,166,79,138,246,440,1,0,0,0,0
12/23/2024 9:51,Treadmill Running,106,Indoor Running,1760.12,1760.12,4361.84,393,4210,2.48,3.53,146,160,76,140,0,0,0,0,0,0,0
12/23/2024 9:48,Treadmill Running,106,Indoor Running,153.33,153.33,186.97,17,198,1.22,2.74,112,122,70,119,0,0,0,0,0,0,0
12/18/2024 13:31,Treadmill Running,106,Indoor Running,2370.44,2370.44,7068.59,588,6411,2.98,3.65,146,157,81,88,0,0,0,0,0,0,0
12/16/2024 12:49,Treadmill Running,106,Indoor Running,1821.16,1821.16,5118.48,442,4657,2.81,3.52,142,153,80,94,0,0,0,0,0,0,0
12/15/2024 7:52,Treadmill Running,106,Indoor Running,2089.54,2089.54,6039.9,527,5642,2.89,3.68,145,157,82,117,0,0,0,0,0,0,0
12/13/2024 14:12,Treadmill Running,106,Indoor Running,1598.5,1598.5,4470.04,396,4191,2.8,3.7,138,152,79,92,0,0,0,0,0,0,0
12/12/2024 14:45,Treadmill Running,106,Indoor Running,1721.68,1721.68,5094.39,444,4637,2.96,3.72,147,157,82,129,0,0,0,0,0,0,0
12/11/2024 11:12,Treadmill Running,106,Indoor Running,3621.07,3621.07,10009.48,897,9621,2.76,3.52,153,167,81,97,0,0,0,0,0,0,0
12/9/2024 19:53,Treadmill Running,106,Indoor Running,1478.73,1478.73,3035.92,291,2894,2.05,3.55,125,146,77,140,0,0,0,0,0,0,0
12/8/2024 15:39,Running,100,Running,1673.15,1673.15,5131.07,436,4480,3.07,4.59,145,155,81,89,279,469,1,250,261,11,25
12/7/2024 10:42,Treadmill Running,106,Indoor Running,2450.92,2450.92,6132.72,574,5982,2.5,3.64,138,157,75,138,0,0,0,0,0,0,0
12/6/2024 19:19,Indoor Walking,206,Indoor Walking,356.41,356.41,26.21,16,6,0.07,2.46,62,84,0,0,0,0,0,0,0,0,0
12/6/2024 5:11,Treadmill Running,106,Indoor Running,2452.32,2452.32,6560.62,591,6411,2.68,3.43,142,153,79,94,0,0,0,0,0,0,0
12/5/2024 7:59,Other,1000,Other,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2024 9:14,Treadmill Running,106,Indoor Running,2438.29,2438.29,7002.76,612,6510,2.87,3.73,145,158,81,105,0,0,0,0,0,0,0
12/2/2024 12:25,Treadmill Running,106,Indoor Running,3458.96,3458.96,10003.37,885,9352,2.89,3.44,149,164,82,105,0,0,0,0,0,0,0
12/1/2024 13:41,Indoor Walking,206,Indoor Walking,1914.48,1914.48,4788.16,447,4522,2.5,3.41,134,149,72,84,0,0,0,0,0,0,0
11/29/2024 13:43,Indoor Walking,206,Indoor Walking,748.81,748.81,518.45,61,621,0.69,3.51,81,137,25,31,0,0,0,0,0,0,0
11/25/2024 11:45,Running,100,Running,3340.79,3340.79,10043.15,861,9171,3.01,3.83,154,166,83,89,275,635,1,249,261,27,24
11/25/2024 8:14,Other,1000,Other,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/22/2024 12:58,Treadmill Running,106,Indoor Running,5095.28,5095.28,12797.12,1165,12549,2.51,3.26,145,161,76,152,0,0,0,0,0,0,0
11/21/2024 11:58,Treadmill Running,106,Indoor Running,1133,1133,2884.96,256,2749,2.55,3.41,135,148,69,87,0,0,0,0,0,0,0
11/21/2024 11:54,Treadmill Running,106,Indoor Running,183.58,183.58,93.26,13,102,0.51,2.83,65,84,64,105,0,0,0,0,0,0,0
11/20/2024 12:55,Treadmill Running,106,Indoor Running,2560.08,2560.08,6630.16,572,6605,2.59,3.36,135,159,76,105,0,0,0,0,0,0,0
11/18/2024 10:27,Running,100,Running,2536.87,2536.87,6887.96,584,11278,2.72,3.54,144,153,79,117,249,622,1,249,262,11,24
11/16/2024 13:41,Running,100,Running,1843.51,1843.51,3791.44,0,8016,2.06,0,110,149,63,84,188,369,1,255,261,7,5
11/16/2024 13:41,Running,100,Running,1841,1841,3787.8,444,8014,2.06,0,110,149,63,84,188,369,0,0,0,0,0
11/16/2024 13:40,Running,100,Running,1787.89,1787.89,3807.41,318,4119,2.13,3.07,113,149,70,85,188,369,1,255,261,3,10
11/15/2024 12:35,Running,100,Running,5298.07,5298.07,15037.28,1261,19332,2.84,3.63,149,158,82,94,255,518,1,248,261,43,40
11/13/2024 12:26,Running,100,Running,4106.48,4107.62,11521.74,987,11297,2.81,3.75,146,160,83,91,258,388,1,248,260,38,37
11/13/2024 12:25,Running,100,Running,4080,4080,11500,1313,21814,2.82,0,146,160,79,86,258,388,0,0,0,0,0
11/13/2024 12:25,Running,100,Running,4080,4080,11500,0,21814,2.82,0,146,160,79,86,258,388,0,0,0,0,0
11/13/2024 8:10,Other,1000,Other,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/11/2024 14:41,Treadmill Running,106,Indoor Running,2796.11,2796.11,6303.57,571,6761,2.25,3.3,136,157,70,117,0,0,0,0,0,0,0
11/11/2024 8:13,Other,1000,Other,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/2024 14:30,Running,100,Running,2706.82,2706.82,8004.16,679,7474,2.96,4.18,150,159,83,117,268,432,1,249,261,20,29
11/6/2024 13:16,Running,100,Running,3584.81,3584.81,10015.88,859,9819,2.79,3.78,149,159,82,94,255,766,1,246,264,23,65
11/5/2024 14:53,Treadmill Running,106,Indoor Running,2238.53,2238.53,4671.72,447,4922,2.09,3.31,126,154,70,104,0,0,0,0,0,0,0
11/4/2024 16:48,Other,1000,Other,145.52,145.52,0,0,0,0,0,133,154,0,0,0,0,0,0,0,0,0
11/4/2024 16:21,Treadmill Running,106,Indoor Running,1605.58,1605.58,4243.96,368,4197,2.64,3.02,145,158,79,117,0,0,0,0,0,0,0
11/4/2024 16:21,Other,1000,Other,32,32,0,0,0,0,0,67,68,0,0,0,0,0,0,0,0,0
11/4/2024 16:15,Other,1000,Other,294.84,294.84,0,0,0,0,0,63,69,0,0,0,0,0,0,0,0,0
11/3/2024 16:13,Running,100,Running,2110.29,2110.29,5011.67,429,5209,2.37,3.32,128,148,74,88,213,301,1,248,261,12,25
11/2/2024 15:48,Running,100,Running,3574.43,3574.43,10025.88,868,12774,2.8,3.49,151,157,81,92,260,369,1,248,263,24,44
